% Model,EM_Reluctance.mph
% Version,COMSOL 6.2.0.290
% Date,"Aug 26 2024, 10:59"
% Table,Table 1 - Global Evaluation 1
% Gap,Current1,Current2,mf.Forcez_MagnetForce1+mf.Forcez_MagnetForce2 (N)
0.34500000000000003,-0.13,0,0.0029663104892337184
0.34500000000000003,-0.13,0.13,0.0026350392694665867
0.34500000000000003,0,-0.13,-4.916729671502384E-5
0.34500000000000003,0,0,0
0.34500000000000003,0,0.13,-4.916729660190692E-5
0.34500000000000003,0.13,-0.13,0.002635039285075673
0.34500000000000003,0.13,0,0.0029663104949683413
0.34500000000000003,0.13,0.13,0.003199249560307486
0.35000000000000003,-0.13,-0.13,-1.8090124540581359E-4
0.35000000000000003,-0.13,0,-3.832766994432925E-6
0.35000000000000003,-0.13,0.13,5.060572879958814E-5
0.35000000000000003,0,-0.13,-6.131471042323364E-5
0.35000000000000003,0,0,0
0.35000000000000003,0,0.13,-6.131471044718801E-5
0.35000000000000003,0.13,-0.13,5.060572874582114E-5
0.35000000000000003,0.13,0,-3.832767035707648E-6
0.35000000000000003,0.13,0.13,-1.8090124539891538E-4
